,,LsvmCg2Mce,LsvmCg3Mce,LsvmCpostMce,LsvmFwisMce,LsvmLfreqMce,LsvmMwfwMce,LsvmNrtMce,LsvmPosMce,LsvmPosg2Mce,LsvmPosg3Mce,LsvmPrepMce,LsvmScg2Mce,LsvmScg3Mce,LsvmSufMce,LsvmViwMce,LsvmWg2Mce,LsvmWsMce,MpCg2Mce,MpCg3Mce,MpCpostMce,MpFwisMce,MpLfreqMce,MpMwfwMce,MpNrtMce,MpPosMce,MpPosg2Mce,MpPosg3Mce,MpPrepMce,MpScg2Mce,MpScg3Mce,MpSufMce,MpViwMce,MpWg2Mce,MpWsMce,NndcosdCg2Mce,NndcosdCg3Mce,NndcosdCpostMce,NndcosdFwisMce,NndcosdLfreqMce,NndcosdMwfwMce,NndcosdNrtMce,NndcosdPosMce,NndcosdPosg2Mce,NndcosdPosg3Mce,NndcosdPrepMce,NndcosdScg2Mce,NndcosdScg3Mce,NndcosdSufMce,NndcosdViwMce,NndcosdWg2Mce,NndcosdWsMce,SmoCg2Mce,SmoCg3Mce,SmoCpostMce,SmoFwisMce,SmoLfreqMce,SmoMwfwMce,SmoNrtMce,SmoPosMce,SmoPosg2Mce,SmoPosg3Mce,SmoPrepMce,SmoScg2Mce,SmoScg3Mce,SmoSufMce,SmoViwMce,SmoWg2Mce,SmoWsMce,,Result,Max Support,Entropy,,Adams,Benezet,Burgh,Burke,Cartwright,Cassandra,Dickinson,Francis,Franklin,Hopkins,Hopkinson,Jefferson,Lafayette,Macauley,Mackintosh,Moore,Ogilvie,Paine,Price,Priestley,Rush,Spence,Wesley,Wilkes,Witherspoon,Wollstonecraft,Woolman,
correspondence 1,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,,Lafayette,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
correspondence 2,Lafayette,Lafayette,Lafayette,Lafayette,Wilkes,Burke,Dickinson,Burke,Franklin,Burke,Hopkinson,Francis,Francis,Francis,Lafayette,Francis,Francis,Lafayette,Woolman,Franklin,Lafayette,Burke,Wilkes,Francis,Wilkes,Spence,Burke,Franklin,Francis,Wilkes,Wollstonecraft,Francis,Francis,Francis,Dickinson,Lafayette,Burke,Lafayette,Wilkes,Francis,Lafayette,Francis,Burke,Burke,Burke,Lafayette,Burke,Lafayette,Lafayette,Francis,Francis,Francis,Lafayette,Franklin,Franklin,Burke,Burke,Burke,Burke,Burke,Burke,Hopkinson,Witherspoon,Francis,Francis,Hopkinson,Burke,Burke,Burke,,Burke,0.411983,2.61028,,0,0,0,0.411983,0,0,0.0570741,0.148699,0.088126,0,0,0,0.114804,0,0,0,0,0,0,0,0,0.0323639,0,0.0861579,0,0.0312705,0.0295211,
memoirs 1,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Burke,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Francis,Lafayette,Lafayette,Franklin,Lafayette,Hopkinson,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Cartwright,Lafayette,Lafayette,Lafayette,Lafayette,Wilkes,Burke,Francis,Burke,Moore,Lafayette,Moore,Lafayette,Francis,Lafayette,Lafayette,Wilkes,Burke,Burke,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Hopkinson,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Hopkinson,Lafayette,,Lafayette,0.85808,0.862727,,0,0,0,0,0,0,0,0.0555434,0.0323639,0,0.026897,0,0.85808,0,0,0.0271157,0,0,0,0,0,0,0,0,0,0,0,
memoirs 2,Lafayette,Lafayette,Lafayette,Lafayette,Adams,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Hopkinson,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Adams,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,,Lafayette,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
memoirs 3,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Hopkinson,Lafayette,Lafayette,Lafayette,Hopkinson,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Lafayette,Macauley,Lafayette,,Lafayette,0.969386,0.197464,,0,0,0,0,0,0,0,0,0,0,0.0306145,0,0.969386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
History 1,Macauley,Macauley,Wilkes,Paine,Francis,Francis,Lafayette,Francis,Macauley,Woolman,Macauley,Franklin,Macauley,Macauley,Macauley,Hopkinson,Macauley,Francis,Macauley,Wilkes,Franklin,Woolman,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Paine,Macauley,Witherspoon,Macauley,Macauley,Macauley,Macauley,Wilkes,Paine,Hopkinson,Macauley,Macauley,Macauley,Macauley,Woolman,Macauley,Paine,Macauley,Macauley,Macauley,Macauley,Macauley,Lafayette,Macauley,Macauley,Hopkinson,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,,Macauley,0.73759,1.40781,,0,0,0,0,0,0,0,0.0835338,0,0,0,0,0.0279904,0.73759,0,0,0,0.0293024,0,0,0,0,0,0.0590422,0,0,0.062541,
History 2,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Hopkinson,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Hopkinson,Burke,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,,Macauley,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
History 3,Macauley,Macauley,Macauley,Macauley,Adams,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Woolman,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Jefferson,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Hopkinson,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Hopkinson,Macauley,,Macauley,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
History 4,Macauley,Macauley,Mackintosh,Mackintosh,Ogilvie,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Mackintosh,Macauley,Macauley,Macauley,Mackintosh,Macauley,Macauley,Macauley,Mackintosh,Macauley,Cartwright,Macauley,Macauley,Macauley,Macauley,Cartwright,Cartwright,Mackintosh,Macauley,Macauley,Macauley,Macauley,Wilkes,Macauley,Macauley,Mackintosh,Mackintosh,Ogilvie,Mackintosh,Mackintosh,Mackintosh,Macauley,Burke,Burke,Mackintosh,Macauley,Macauley,Macauley,Mackintosh,Macauley,Mackintosh,Macauley,Macauley,Hopkinson,Priestley,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Mackintosh,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,,Macauley,0.850208,0.83705,,0,0,0,0.0297398,0.0610103,0,0,0,0,0,0,0,0,0.850208,0.0590422,0,0,0,0,0,0,0,0,0,0,0,0,
Observations 1,Macauley,Macauley,Macauley,Macauley,Cartwright,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,,Macauley,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Observations 2,Macauley,Macauley,Macauley,Macauley,Spence,Mackintosh,Macauley,Macauley,Macauley,Macauley,Macauley,Adams,Macauley,Macauley,Macauley,Burke,Mackintosh,Macauley,Macauley,Macauley,Macauley,Dickinson,Mackintosh,Macauley,Macauley,Macauley,Jefferson,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Mackintosh,Macauley,Macauley,Macauley,Macauley,Witherspoon,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Burgh,Macauley,Macauley,Macauley,Macauley,Cartwright,Mackintosh,Macauley,Macauley,Macauley,Macauley,Macauley,Mackintosh,Macauley,Macauley,Macauley,Burke,Mackintosh,Macauley,,Macauley,0.854581,0.802757,,0,0,0,0.0277717,0,0,0,0,0,0,0,0.0341133,0,0.854581,0.0835338,0,0,0,0,0,0,0,0,0,0,0,0,
Observations 3,Macauley,Macauley,Burke,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Price,Macauley,Macauley,Macauley,Macauley,Burke,Macauley,Macauley,Priestley,Macauley,Macauley,Burke,Macauley,Burke,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Ogilvie,Macauley,Cartwright,Burke,Macauley,Macauley,Macauley,Price,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Burgh,Macauley,Macauley,Macauley,Macauley,Benezet,Jefferson,Jefferson,Burke,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Macauley,Cartwright,Burke,,Macauley,0.741964,1.1427,,0,0,0,0.170785,0,0,0,0,0,0,0,0.0575115,0,0.741964,0,0,0,0,0,0.0297398,0,0,0,0,0,0,0,
Vindiciae 1,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Macauley,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Macauley,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Adams,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Macauley,Macauley,Macauley,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Macauley,Macauley,Macauley,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Burgh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Macauley,Mackintosh,,Mackintosh,0.944457,0.365027,,0,0,0.0273344,0,0,0,0,0,0,0,0,0,0,0.0282091,0.944457,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 2,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Jefferson,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 3,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Hopkinson,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 4,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 5,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Hopkinson,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 6 ,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Ogilvie,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Adams,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,0.972666,0.180842,,0.0273344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972666,0,0,0,0,0,0,0,0,0,0,0,0,
Vindiciae 7,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Paine,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Paine,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Hopkinson,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,Mackintosh,,Mackintosh,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
The hypocrite unmasked,Moore,Moore,Moore,Rush,Hopkinson,Moore,Hopkinson,Hopkinson,Moore,Moore,Rush,Benezet,Moore,Moore,Benezet,Moore,Moore,Hopkinson,Hopkinson,Adams,Rush,Jefferson,Moore,Moore,Moore,Moore,Moore,Rush,Hopkinson,Hopkinson,Moore,Cartwright,Moore,Adams,Moore,Hopkinson,Moore,Hopkinson,Benezet,Hopkinson,Hopkinson,Hopkinson,Moore,Moore,Moore,Mackintosh,Moore,Hopkinson,Benezet,Moore,Moore,Hopkinson,Hopkinson,Moore,Hopkinson,Hopkinson,Moore,Moore,Moore,Moore,Benezet,Rush,Hopkinson,Hopkinson,Benezet,Benezet,Moore,Hopkinson,Moore,,Moore,0.711787,1.32163,,0.0297398,0.0610103,0,0,0,0,0,0,0,0,0.170566,0,0,0,0,0.711787,0,0,0,0,0.026897,0,0,0,0,0,0,
Whisperer 1,Moore,Hopkinson,Hopkinson,Jefferson,Hopkinson,Moore,Moore,Moore,Lafayette,Lafayette,Hopkinson,Hopkinson,Moore,Moore,Hopkinson,Hopkinson,Francis,Moore,Moore,Moore,Cassandra,Hopkinson,Hopkinson,Hopkinson,Hopkinson,Moore,Moore,Hopkinson,Burke,Moore,Moore,Cassandra,Rush,Francis,Hopkinson,Moore,Moore,Franklin,Franklin,Moore,Moore,Moore,Lafayette,Wilkes,Wilkes,Price,Moore,Moore,Paine,Cartwright,Francis,Moore,Hopkinson,Hopkinson,Burke,Hopkinson,Hopkinson,Hopkinson,Hopkinson,Moore,Moore,Hopkinson,Burke,Hopkinson,Hopkinson,Witherspoon,Hopkinson,Cartwright,Hopkinson,,Moore,0.450251,1.66763,,0,0,0,0,0,0,0,0,0,0,0.397988,0,0.0914061,0,0,0.450251,0,0,0,0,0.0306145,0,0,0.0297398,0,0,0,
Whisperer 2,Moore,Cassandra,Moore,Hopkinson,Franklin,Hopkinson,Hopkinson,Hopkinson,Moore,Moore,Moore,Moore,Moore,Moore,Adams,Hopkinson,Moore,Hopkinson,Moore,Cartwright,Hopkinson,Adams,Moore,Moore,Moore,Moore,Moore,Moore,Burgh,Moore,Moore,Adams,Moore,Moore,Moore,Moore,Moore,Paine,Rush,Moore,Moore,Moore,Moore,Moore,Paine,Moore,Moore,Moore,Moore,Paine,Moore,Moore,Spence,Cartwright,Hopkinson,Hopkinson,Hopkinson,Moore,Hopkinson,Cartwright,Moore,Moore,Priestley,Hopkinson,Hopkinson,Adams,Cartwright,Moore,Hopkinson,,Moore,0.631314,1.5055,,0,0,0,0,0.0890007,0.0293024,0,0,0,0,0.222392,0,0,0,0,0.631314,0,0,0,0,0,0.0279904,0,0,0,0,0,
Whisperer 3,Moore,Moore,Moore,Jefferson,Benezet,Moore,Moore,Moore,Moore,Moore,Cassandra,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Benezet,Moore,Moore,Moore,Moore,Moore,Hopkins,Cartwright,Moore,Moore,Paine,Moore,Wilkes,Moore,Moore,Moore,Jefferson,Priestley,Moore,Moore,Moore,Moore,Moore,Hopkins,Moore,Moore,Moore,Wollstonecraft,Moore,Moore,Moore,Hopkinson,Hopkinson,Hopkinson,Burke,Moore,Moore,Moore,Cartwright,Moore,Hopkins,Hopkinson,Hopkinson,Hopkinson,Witherspoon,Cartwright,Burke,Moore,,Moore,0.85808,0.803602,,0,0,0,0,0.0592609,0,0,0,0,0.026897,0.0557621,0,0,0,0,0.85808,0,0,0,0,0,0,0,0,0,0,0,
Whisperer 4,Moore,Moore,Moore,Burke,Witherspoon,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Burke,Wesley,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Hopkinson,Moore,Moore,Hopkinson,Cartwright,Moore,Moore,Moore,Priestley,Dickinson,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Moore,Hopkinson,Hopkinson,Hopkinson,Priestley,Hopkinson,Moore,Moore,Moore,Moore,Moore,Moore,Hopkinson,Hopkinson,Witherspoon,Hopkinson,Cartwright,Hopkinson,,Moore,0.800787,0.720351,,0,0,0,0,0,0,0,0,0,0,0.199213,0,0,0,0,0.800787,0,0,0,0,0,0,0,0,0,0,0,
Essay Right of Property 1,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Burgh,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Macauley,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Burke,Burgh,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Mackintosh,Ogilvie,Ogilvie,Jefferson,Ogilvie,Ogilvie,Ogilvie,,Ogilvie,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Essay Right of Property 2,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Priestley,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Priestley,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Burke,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Hopkinson,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Ogilvie,Witherspoon,Mackintosh,Ogilvie,Ogilvie,Burke,Ogilvie,Ogilvie,Ogilvie,,Ogilvie,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
